"","region","year","expenditure","exp_schooling","mean_schooling","life_exp_birth","hdi"
"3706","Landak",2019,7403,12.39,7.1,72.7,65.96
"3707","Landak",2020,7357,12.4,7.11,72.84,65.98
"3708","Mempawah",2010,6611,10.33,5.62,70.18,59.48
"3709","Mempawah",2011,6722,10.39,5.77,70.21,59.95
"3710","Mempawah",2012,6863,10.45,6.13,70.25,60.75
"3711","Mempawah",2013,6962,11.48,6.15,70.27,62.09
"3712","Mempawah",2014,7063,11.75,6.33,70.28,62.78
"3713","Mempawah",2015,7238,11.91,6.45,70.28,63.37
"3714","Mempawah",2016,7270,12.29,6.46,70.3,63.84
"3715","Mempawah",2017,7358,12.3,6.47,70.32,64
"3716","Mempawah",2018,7779,12.31,6.63,70.54,64.9
"3717","Mempawah",2019,7913,12.33,6.82,70.9,65.5
"3718","Mempawah",2020,7801,12.39,7.03,71.04,65.74
"3719","Sanggau",2010,7183,9.85,6.16,70.21,60.57
"3720","Sanggau",2011,7241,10.02,6.24,70.23,60.96
"3721","Sanggau",2012,7326,10.2,6.31,70.25,61.39
"3722","Sanggau",2013,7368,10.38,6.35,70.27,61.72
"3723","Sanggau",2014,7411,10.6,6.37,70.28,62.06
"3724","Sanggau",2015,7622,10.67,6.74,70.58,63.05
"3725","Sanggau",2016,7729,11.05,6.92,70.67,63.9
"3726","Sanggau",2017,7828,11.53,6.93,70.75,64.61
"3727","Sanggau",2018,8126,11.54,6.94,71.05,65.15
"3728","Sanggau",2019,8410,11.56,6.95,71.35,65.67
"3729","Sanggau",2020,8245,11.57,7.15,71.42,65.77
"3730","Ketapang",2010,8107,9.64,5.47,70.49,60.63
"3731","Ketapang",2011,8120,9.83,5.87,70.5,61.47
"3732","Ketapang",2012,8133,10.02,6.09,70.51,62.04
"3733","Ketapang",2013,8146,10.61,6.17,70.51,62.85
"3734","Ketapang",2014,8159,10.9,6.22,70.51,63.27
"3735","Ketapang",2015,8350,10.95,6.56,70.51,64.03
"3736","Ketapang",2016,8430,11.34,6.68,70.52,64.74
"3737","Ketapang",2017,8475,11.76,7.03,70.52,65.71
"3738","Ketapang",2018,8988,11.77,7.04,70.69,66.41
"3739","Ketapang",2019,9259,11.79,7.26,71.01,67.16
"3740","Ketapang",2020,9163,11.8,7.31,71.1,67.17
"3741","Sintang",2010,7302,9.78,5.45,70.91,59.91
"3742","Sintang",2011,7520,9.86,5.79,70.93,60.8
"3743","Sintang",2012,7771,9.99,6.04,70.95,61.66
"3744","Sintang",2013,8020,10.3,6.26,70.95,62.64
"3745","Sintang",2014,8098,10.25,6.63,70.95,63.19
"3746","Sintang",2015,8224,10.84,6.7,71.05,64.18
"3747","Sintang",2016,8302,11.27,6.71,71.08,64.78
"3748","Sintang",2017,8343,11.54,6.72,71.11,65.16
"3749","Sintang",2018,8624,11.98,6.73,71.29,66.07
"3750","Sintang",2019,8823,12.02,6.89,71.62,66.7
"3751","Sintang",2020,8728,12.03,7.07,71.71,66.88
"3752","Kapuas Hulu",2010,6072,10.52,5.9,71.91,59.84
"3753","Kapuas Hulu",2011,6163,10.98,6.13,71.92,60.83
"3754","Kapuas Hulu",2012,6283,11.43,6.36,71.92,61.85
"3755","Kapuas Hulu",2013,6361,11.73,6.6,71.93,62.63
"3756","Kapuas Hulu",2014,6440,11.8,6.65,71.94,62.9
"3757","Kapuas Hulu",2015,6640,11.83,7,71.94,63.73
"3758","Kapuas Hulu",2016,6691,11.84,7.01,71.94,63.83
"3759","Kapuas Hulu",2017,6883,11.85,7.02,71.95,64.18
"3760","Kapuas Hulu",2018,7074,12.03,7.25,72.12,65.03
"3761","Kapuas Hulu",2019,7206,12.04,7.47,72.44,65.65
"3762","Kapuas Hulu",2020,7162,12.05,7.52,72.52,65.69
"3763","Sekadau",2010,6411,10.29,5.7,70.68,59.42
"3764","Sekadau",2011,6470,10.3,5.85,70.72,59.76
"3765","Sekadau",2012,6557,10.31,6,70.75,60.14
"3766","Sekadau",2013,6601,10.84,6.16,70.78,61.02
"3767","Sekadau",2014,6689,11.12,6.54,70.8,61.98
"3768","Sekadau",2015,6795,11.23,6.55,70.9,62.34
"3769","Sekadau",2016,6820,11.34,6.56,70.94,62.52
"3770","Sekadau",2017,7001,11.53,6.57,70.98,63.04
"3771","Sekadau",2018,7326,11.56,6.58,71.24,63.69
"3772","Sekadau",2019,7640,11.57,6.6,71.65,64.34
"3773","Sekadau",2020,7434,11.88,6.83,71.84,64.76
"3774","Melawi",2010,7290,10.15,5.46,72.36,60.91
"3775","Melawi",2011,7398,10.15,5.53,72.37,61.18
"3776","Melawi",2012,7535,10.16,5.67,72.38,61.58
"3777","Melawi",2013,7631,10.46,5.81,72.38,62.27
"3778","Melawi",2014,7727,10.65,6,72.38,62.89
"3779","Melawi",2015,7841,10.78,6.42,72.38,63.78
"3780","Melawi",2016,7858,11.05,6.52,72.39,64.25
"3781","Melawi",2017,7922,11.12,6.53,72.39,64.43
"3782","Melawi",2018,8202,11.13,6.66,72.56,65.05
"3783","Melawi",2019,8465,11.15,6.67,72.88,65.54
"3784","Melawi",2020,8332,11.16,6.76,72.97,65.55
"3785","Kayong Utara",2010,6076,10.55,4.36,67,55.83
"3786","Kayong Utara",2011,6376,10.56,4.53,67.02,56.58
"3787","Kayong Utara",2012,6479,10.57,5.07,67.03,57.53
"3788","Kayong Utara",2013,6661,10.58,5.14,67.03,57.92
"3789","Kayong Utara",2014,6769,10.89,5.19,67.03,58.52
"3790","Kayong Utara",2015,6950,11.74,5.37,67.33,60.09
"3791","Kayong Utara",2016,7030,11.75,5.84,67.39,60.87
"3792","Kayong Utara",2017,7434,11.78,5.85,67.46,61.52
"3793","Kayong Utara",2018,7552,11.79,5.86,67.71,61.82
"3794","Kayong Utara",2019,7905,11.81,6,68.11,62.66
"3795","Kayong Utara",2020,7842,11.82,6.01,68.28,62.68
"3796","Kubu Raya",2010,7168,11.61,5.85,69.6,61.87
"3797","Kubu Raya",2011,7488,11.8,5.87,69.62,62.56
"3798","Kubu Raya",2012,7821,11.98,6.01,69.64,63.42
"3799","Kubu Raya",2013,7935,12.14,6.16,69.64,63.94
"3800","Kubu Raya",2014,7973,12.34,6.41,69.64,64.52
"3801","Kubu Raya",2015,7994,12.55,6.56,69.74,65.02
"3802","Kubu Raya",2016,8145,12.84,6.57,69.77,65.54
"3803","Kubu Raya",2017,8430,13.21,6.58,69.8,66.31
"3804","Kubu Raya",2018,8532,13.59,6.81,70.04,67.23
"3805","Kubu Raya",2019,8773,13.64,6.82,70.43,67.76
"3806","Kubu Raya",2020,8709,13.82,6.83,70.59,67.95
"3807","Kota Pontianak",2010,13232,13.43,8.82,71.96,74.87
"3808","Kota Pontianak",2011,13350,13.48,8.87,71.98,75.08
"3809","Kota Pontianak",2012,13496,13.53,9.12,71.99,75.55
"3810","Kota Pontianak",2013,13601,13.58,9.36,72,75.98
"3811","Kota Pontianak",2014,13706,13.84,9.62,72.01,76.63
"3812","Kota Pontianak",2015,13737,14.48,9.77,72.11,77.52
"3813","Kota Pontianak",2016,13838,14.49,9.78,72.14,77.63
"3814","Kota Pontianak",2017,13904,14.72,9.79,72.17,77.93
"3815","Kota Pontianak",2018,14322,14.81,9.9,72.41,78.56
"3816","Kota Pontianak",2019,14515,14.99,10.14,72.8,79.35
"3817","Kota Pontianak",2020,14465,15,10.17,72.96,79.44
"3818","Kota Singkawang",2010,10864,10.86,7.03,70.81,67.27
"3819","Kota Singkawang",2011,10871,11.02,7.06,70.82,67.5
"3820","Kota Singkawang",2012,10878,11.89,7.08,70.82,68.54
"3821","Kota Singkawang",2013,10886,12.34,7.14,70.83,69.13
"3822","Kota Singkawang",2014,10950,12.8,7.26,70.84,69.84
"3823","Kota Singkawang",2015,10982,12.84,7.28,71.04,70.03
"3824","Kota Singkawang",2016,11006,12.85,7.29,71.08,70.1
"3825","Kota Singkawang",2017,11122,12.86,7.3,71.13,70.25
"3826","Kota Singkawang",2018,11514,12.87,7.57,71.41,71.08
"3827","Kota Singkawang",2019,11789,12.89,7.72,71.85,71.72
"3828","Kota Singkawang",2020,11650,12.9,7.89,72.06,71.94
"3829","KALIMANTAN TENGAH",2010,9257,11.09,7.62,68.98,65.96
"3830","KALIMANTAN TENGAH",2011,9472,11.15,7.68,69.09,66.38
"3831","KALIMANTAN TENGAH",2012,9557,11.22,7.73,69.18,66.66
"3832","KALIMANTAN TENGAH",2013,9641,11.71,7.79,69.29,67.41
"3833","KALIMANTAN TENGAH",2014,9682,11.93,7.82,69.39,67.77
"3834","KALIMANTAN TENGAH",2015,9809,12.22,8.03,69.54,68.53
"3835","KALIMANTAN TENGAH",2016,10155,12.33,8.13,69.57,69.13
"3836","KALIMANTAN TENGAH",2017,10492,12.45,8.29,69.59,69.79
"3837","KALIMANTAN TENGAH",2018,10931,12.55,8.37,69.64,70.42
"3838","KALIMANTAN TENGAH",2019,11236,12.57,8.51,69.69,70.91
"3839","KALIMANTAN TENGAH",2020,11154,12.66,8.59,69.74,71.05
"3840","Kotawaringin Barat",2010,11707,11.27,7.48,69.41,68.43
"3841","Kotawaringin Barat",2011,11757,11.28,7.48,69.51,68.53
"3842","Kotawaringin Barat",2012,11807,11.29,7.49,69.6,68.63
"3843","Kotawaringin Barat",2013,11857,11.9,7.58,69.68,69.51
"3844","Kotawaringin Barat",2014,11908,12.12,7.82,69.77,70.14
"3845","Kotawaringin Barat",2015,11979,12.13,8.01,70.07,70.6
"3846","Kotawaringin Barat",2016,12101,12.42,8.05,70.21,71.13
"3847","Kotawaringin Barat",2017,12420,12.69,8.35,70.34,72.11
"3848","Kotawaringin Barat",2018,12788,12.7,8.36,70.43,72.46
"3849","Kotawaringin Barat",2019,13175,12.71,8.41,70.51,72.85
"3850","Kotawaringin Barat",2020,13109,12.72,8.42,70.59,72.87
"3851","Kotawaringin Timur",2010,9623,10.47,7.29,69.05,65.24
"3852","Kotawaringin Timur",2011,9802,10.47,7.39,69.15,65.6
"3853","Kotawaringin Timur",2012,10170,10.89,7.48,69.24,66.61
"3854","Kotawaringin Timur",2013,10343,11.82,7.59,69.32,67.95
"3855","Kotawaringin Timur",2014,10430,12.04,7.69,69.41,68.45
"3856","Kotawaringin Timur",2015,10525,12.05,7.7,69.51,68.61
"3857","Kotawaringin Timur",2016,10922,12.21,7.88,69.6,69.42
"3858","Kotawaringin Timur",2017,11249,12.59,7.89,69.7,70.17
"3859","Kotawaringin Timur",2018,11556,12.68,7.9,69.75,70.56
"3860","Kotawaringin Timur",2019,11905,12.69,8.12,69.8,71.16
"3861","Kotawaringin Timur",2020,11854,12.84,8.13,69.85,71.31
"3862","Kapuas",2010,9022,10.4,6.75,67.94,63.32
"3863","Kapuas",2011,9388,10.58,6.79,68.04,64.01
"3864","Kapuas",2012,9479,10.76,6.82,68.13,64.38
"3865","Kapuas",2013,9633,10.95,6.84,68.21,64.82
"3866","Kapuas",2014,9726,11.14,6.94,68.3,65.29
"3867","Kapuas",2015,9894,11.64,6.94,68.4,66.07
"3868","Kapuas",2016,10287,11.92,7.09,68.49,66.98
"3869","Kapuas",2017,10421,12.25,7.5,68.59,68.04
"3870","Kapuas",2018,10738,12.54,7.51,68.64,68.68
"3871","Kapuas",2019,11063,12.9,7.52,68.69,69.38
"3872","Kapuas",2020,11015,12.92,7.59,68.74,69.48
"3873","Barito Selatan",2010,9669,10.61,7.71,65.74,64.51
"3874","Barito Selatan",2011,9927,10.79,7.8,65.83,65.1
"3875","Barito Selatan",2012,10101,10.96,8.01,65.92,65.76
"3876","Barito Selatan",2013,10283,11.01,8.16,65.99,66.2
"3877","Barito Selatan",2014,10374,11.14,8.27,66.08,66.61
"3878","Barito Selatan",2015,10570,11.99,8.59,66.48,68.27
"3879","Barito Selatan",2016,10938,12.3,8.6,66.63,69
"3880","Barito Selatan",2017,11031,12.31,8.67,66.78,69.25
"3881","Barito Selatan",2018,11242,12.53,8.69,66.89,69.73
"3882","Barito Selatan",2019,11582,12.54,8.71,66.99,70.1
"3883","Barito Selatan",2020,11486,12.55,8.82,67.09,70.22
"3884","Barito Utara",2010,7333,10.97,7.43,70.54,63.87
"3885","Barito Utara",2011,7519,10.99,7.55,70.64,64.36
"3886","Barito Utara",2012,7564,11,7.74,70.73,64.72
"3887","Barito Utara",2013,7614,11.01,7.97,70.81,65.12
"3888","Barito Utara",2014,8326,11.15,8,70.91,66.3
"3889","Barito Utara",2015,8534,11.5,8.33,71.01,67.38
"3890","Barito Utara",2016,8774,11.96,8.34,71.26,68.28
"3891","Barito Utara",2017,9067,12.38,8.35,71.27,69.07
"3892","Barito Utara",2018,9357,12.4,8.59,71.28,69.72
"3893","Barito Utara",2019,10010,12.48,8.6,71.29,70.52
"3894","Barito Utara",2020,9936,12.49,8.71,71.3,70.59
"3895","Sukamara",2010,7293,10.56,6.62,70.82,62.41
"3896","Sukamara",2011,7498,10.59,6.67,70.92,62.86
"3897","Sukamara",2012,7522,10.69,7.04,71.02,63.52
"3898","Sukamara",2013,7545,10.79,7.21,71.1,63.92
"3899","Sukamara",2014,7568,11.09,7.3,71.19,64.44
"3900","Sukamara",2015,7709,11.55,7.81,71.24,65.8
"3901","Sukamara",2016,7792,11.97,7.82,71.32,66.4
"3902","Sukamara",2017,8177,11.98,7.83,71.41,66.98
"3903","Sukamara",2018,8482,12.1,7.84,71.45,67.52
"3904","Sukamara",2019,8738,12.11,7.91,71.49,67.95
"3905","Sukamara",2020,8674,12.12,8.01,71.53,68.03
"3906","Lamandau",2010,9750,10.99,6.92,68.71,65.32
"3907","Lamandau",2011,9794,11.17,7.21,68.81,65.99
"3908","Lamandau",2012,9837,11.34,7.38,68.9,66.49
"3909","Lamandau",2013,9881,11.75,7.55,68.98,67.23
"3910","Lamandau",2014,9925,11.8,7.67,69.07,67.53
"3911","Lamandau",2015,9999,12.43,7.68,69.12,68.3
"3912","Lamandau",2016,10049,12.44,7.79,69.2,68.54
"3913","Lamandau",2017,10455,12.45,7.94,69.28,69.17
"3914","Lamandau",2018,10996,12.46,7.95,69.31,69.7
"3915","Lamandau",2019,11278,12.47,8.38,69.34,70.51
"3916","Lamandau",2020,11190,12.48,8.42,69.36,70.51
"3917","Seruyan",2010,7649,10.32,6.66,68.23,61.6
"3918","Seruyan",2011,7832,10.44,6.76,68.32,62.16
"3919","Seruyan",2012,7873,10.57,6.76,68.41,62.39
"3920","Seruyan",2013,7919,10.7,6.9,68.49,62.81
"3921","Seruyan",2014,7958,11.08,7.03,68.58,63.49
"3922","Seruyan",2015,8026,11.56,7.45,68.88,64.77
"3923","Seruyan",2016,8331,11.61,7.49,69.22,65.4
"3924","Seruyan",2017,8658,11.62,7.75,69.23,66.14
"3925","Seruyan",2018,9110,11.97,7.76,69.24,67.04
"3926","Seruyan",2019,9385,11.98,7.93,69.25,67.57
"3927","Seruyan",2020,9370,11.99,7.94,69.26,67.58
"3928","Katingan",2010,9040,10.58,7.66,64.64,63.25
"3929","Katingan",2011,9269,10.98,8.13,64.73,64.54
"3930","Katingan",2012,9357,11.14,8.15,64.82,64.87
"3931","Katingan",2013,9452,11.4,8.17,64.89,65.29
"3932","Katingan",2014,9542,11.69,8.23,64.98,65.79
"3933","Katingan",2015,9599,12.03,8.62,65.28,66.81
"3934","Katingan",2016,9969,12.19,8.63,65.4,67.41
"3935","Katingan",2017,10029,12.2,8.64,65.53,67.56
"3936","Katingan",2018,10327,12.21,8.65,65.62,67.91
"3937","Katingan",2019,10639,12.51,8.66,65.7,68.55
"3938","Katingan",2020,10548,12.67,8.67,65.78,68.68
"3939","Pulang Pisau",2010,8308,11.37,7.18,67.09,63.76
"3940","Pulang Pisau",2011,8461,11.41,7.2,67.19,64.06
"3941","Pulang Pisau",2012,8479,11.44,7.29,67.27,64.28
"3942","Pulang Pisau",2013,8537,11.48,7.55,67.35,64.76
"3943","Pulang Pisau",2014,8556,11.63,7.58,67.44,65
"3944","Pulang Pisau",2015,8639,12.16,7.59,67.64,65.76
"3945","Pulang Pisau",2016,9017,12.32,7.66,67.75,66.49
"3946","Pulang Pisau",2017,9365,12.38,7.67,67.86,67
"3947","Pulang Pisau",2018,9807,12.39,7.7,67.92,67.54
"3948","Pulang Pisau",2019,10104,12.4,8.08,67.98,68.34
"3949","Pulang Pisau",2020,10047,12.41,8.18,68.04,68.45
"3950","Gunung Mas",2010,8885,10.57,8.57,69.23,66.33
"3951","Gunung Mas",2011,9281,10.6,8.57,69.33,66.85
"3952","Gunung Mas",2012,9544,10.62,8.65,69.42,67.3
"3953","Gunung Mas",2013,9823,10.65,8.73,69.5,67.75
"3954","Gunung Mas",2014,9965,10.82,8.74,69.59,68.13
"3955","Gunung Mas",2015,10044,11.44,8.93,69.89,69.24
"3956","Gunung Mas",2016,10155,11.74,8.94,70.02,69.73
"3957","Gunung Mas",2017,10276,11.75,8.96,70.15,69.95
"3958","Gunung Mas",2018,10504,11.76,8.97,70.24,70.23
"3959","Gunung Mas",2019,10822,11.77,9.03,70.32,70.65
"3960","Gunung Mas",2020,10793,11.78,9.14,70.4,70.81
"3961","Barito Timur",2010,10267,10.88,8.31,67.06,66.76
"3962","Barito Timur",2011,10422,11.08,8.43,67.16,67.31
"3963","Barito Timur",2012,10436,11.27,8.75,67.24,67.97
"3964","Barito Timur",2013,10450,11.77,8.98,67.32,68.82
"3965","Barito Timur",2014,10465,11.98,9.01,67.41,69.12
"3966","Barito Timur",2015,10570,12.31,9.02,67.71,69.71
"3967","Barito Timur",2016,10631,12.79,9.03,67.84,70.33
"3968","Barito Timur",2017,10808,12.8,9.04,67.97,70.57
"3969","Barito Timur",2018,11000,12.81,9.05,68.06,70.82
"3970","Barito Timur",2019,11333,12.82,9.2,68.14,71.34
"3971","Barito Timur",2020,11319,12.83,9.21,68.22,71.39
"3972","Murung Raya",2010,8987,9.64,7.06,68.75,63.18
"3973","Murung Raya",2011,9200,10.42,7.09,68.85,64.39
"3974","Murung Raya",2012,9223,10.73,7.12,68.94,64.85
"3975","Murung Raya",2013,9245,11.33,7.15,69.02,65.62
"3976","Murung Raya",2014,9268,11.68,7.18,69.11,66.1
"3977","Murung Raya",2015,9328,11.69,7.36,69.21,66.46
"3978","Murung Raya",2016,9742,11.71,7.37,69.3,66.96
"3979","Murung Raya",2017,9872,11.72,7.38,69.39,67.16
"3980","Murung Raya",2018,10164,11.73,7.45,69.43,67.56
"3981","Murung Raya",2019,10471,11.74,7.46,69.47,67.89
"3982","Murung Raya",2020,10419,11.75,7.54,69.51,67.98
"3983","Kota Palangka Raya",2010,12009,14.19,10.13,72.57,76.53
"3984","Kota Palangka Raya",2011,12230,14.25,10.27,72.68,76.98
"3985","Kota Palangka Raya",2012,12311,14.31,10.48,72.77,77.4
"3986","Kota Palangka Raya",2013,12397,14.58,10.69,72.85,78.02
"3987","Kota Palangka Raya",2014,12521,14.89,10.73,72.95,78.5
"3988","Kota Palangka Raya",2015,12629,14.9,10.74,72.97,78.62
"3989","Kota Palangka Raya",2016,12899,14.91,11.02,73.05,79.21
"3990","Kota Palangka Raya",2017,13435,14.92,11.03,73.13,79.69
"3991","Kota Palangka Raya",2018,13677,14.93,11.42,73.16,80.34
"3992","Kota Palangka Raya",2019,14091,14.94,11.51,73.19,80.77
"3993","Kota Palangka Raya",2020,14055,14.95,11.52,73.21,80.77
"3994","KALIMANTAN SELATAN",2010,10304,10.86,7.25,66.65,65.2
"3995","KALIMANTAN SELATAN",2011,10437,11.14,7.37,66.88,65.89
"3996","KALIMANTAN SELATAN",2012,10553,11.54,7.48,67.11,66.68
"3997","KALIMANTAN SELATAN",2013,10655,11.67,7.59,67.35,67.17
"3998","KALIMANTAN SELATAN",2014,10748,11.96,7.6,67.47,67.63
"3999","KALIMANTAN SELATAN",2015,10891,12.21,7.76,67.8,68.38
"4000","KALIMANTAN SELATAN",2016,11307,12.29,7.89,67.92,69.05
"4001","KALIMANTAN SELATAN",2017,11600,12.46,7.99,68.02,69.65
"4002","KALIMANTAN SELATAN",2018,12062,12.5,8,68.23,70.17
"4003","KALIMANTAN SELATAN",2019,12253,12.52,8.2,68.49,70.72
"4004","KALIMANTAN SELATAN",2020,12032,12.68,8.29,68.66,70.91
"4005","Tanah Laut",2010,9557,10.07,6.8,67.96,63.56
"4006","Tanah Laut",2011,9896,10.35,6.87,68.04,64.35
"4007","Tanah Laut",2012,10426,10.36,7.07,68.12,65.16
"4008","Tanah Laut",2013,10562,10.83,7.26,68.19,66.11
"4009","Tanah Laut",2014,10632,11.09,7.27,68.22,66.5
"4010","Tanah Laut",2015,10753,11.25,7.29,68.62,66.99
"4011","Tanah Laut",2016,10862,11.5,7.3,68.76,67.44
"4012","Tanah Laut",2017,10925,11.82,7.37,68.89,68
"4013","Tanah Laut",2018,11209,11.95,7.38,69.08,68.49
"4014","Tanah Laut",2019,11318,11.96,7.64,69.31,69.04
"4015","Tanah Laut",2020,11207,12.01,7.88,69.45,69.38
"4016","Kota Baru",2010,10094,10.36,6.25,67.95,63.64
"4017","Kota Baru",2011,10231,10.76,6.26,68.01,64.27
"4018","Kota Baru",2012,10355,10.84,6.52,68.07,64.87
"4019","Kota Baru",2013,10465,10.91,6.76,68.12,65.41
"4020","Kota Baru",2014,10536,11.11,6.8,68.14,65.76
"4021","Kota Baru",2015,10645,11.41,6.99,68.49,66.61
"4022","Kota Baru",2016,10777,11.66,7.02,68.61,67.1
"4023","Kota Baru",2017,11065,11.82,7.18,68.72,67.79
"4024","Kota Baru",2018,11579,11.83,7.19,68.89,68.32
"4025","Kota Baru",2019,11731,11.92,7.42,69.1,68.95
"4026","Kota Baru",2020,11530,11.93,7.43,69.21,68.86
"4027","Banjar",2010,11753,10.34,6.86,64.94,64.46
"4028","Banjar",2011,11844,10.46,6.89,65.05,64.75
"4029","Banjar",2012,11921,10.57,6.93,65.17,65.04
"4030","Banjar",2013,11984,10.72,6.96,65.27,65.36
"4031","Banjar",2014,12004,10.99,6.96,65.32,65.71
"4032","Banjar",2015,12185,11.16,6.99,65.97,66.39
"4033","Banjar",2016,12311,11.41,7,66.17,66.87
"4034","Banjar",2017,12366,11.76,7.28,66.38,67.77
"4035","Banjar",2018,12571,11.99,7.29,66.66,68.32
"4036","Banjar",2019,12681,12.28,7.34,66.97,68.94
"4037","Banjar",2020,12603,12.44,7.35,67.21,69.18
"4038","Barito Kuala",2010,8540,10.99,5.69,63.97,60.24
"4039","Barito Kuala",2011,8656,11.14,5.92,64.13,60.93
"4040","Barito Kuala",2012,8758,11.22,6.24,64.28,61.62
"4041","Barito Kuala",2013,8846,11.31,6.42,64.42,62.12
"4042","Barito Kuala",2014,8936,11.54,6.47,64.49,62.56
"4043","Barito Kuala",2015,9062,11.72,6.81,64.94,63.53
"4044","Barito Kuala",2016,9226,11.92,7.06,65.14,64.33
"4045","Barito Kuala",2017,9535,12.08,7.08,65.33,64.93
"4046","Barito Kuala",2018,9780,12.37,7.32,65.59,65.91
"4047","Barito Kuala",2019,9952,12.38,7.33,65.88,66.24
"4048","Barito Kuala",2020,9805,12.39,7.34,66.09,66.22
"4049","Tapin",2010,10563,10.32,6.62,68.73,64.89
"4050","Tapin",2011,10665,10.53,6.73,68.82,65.41
"4051","Tapin",2012,10752,10.74,6.84,68.9,65.92
"4052","Tapin",2013,10825,10.95,6.99,68.98,66.48
"4053","Tapin",2014,10839,11.17,7.17,69.02,66.99
"4054","Tapin",2015,10905,11.21,7.43,69.47,67.67
"4055","Tapin",2016,11237,11.24,7.44,69.62,68.05
"4056","Tapin",2017,11411,11.52,7.53,69.77,68.7
"4057","Tapin",2018,11847,11.85,7.54,69.98,69.53
"4058","Tapin",2019,12088,11.86,7.75,70.23,70.13
"4059","Tapin",2020,11841,11.94,7.76,70.4,70.11
"4060","Hulu Sungai Selatan",2010,10464,10.42,7.04,62.94,62.8
"4061","Hulu Sungai Selatan",2011,10696,10.72,7.05,63.16,63.44
"4062","Hulu Sungai Selatan",2012,10867,11.04,7.05,63.36,64.03
"4063","Hulu Sungai Selatan",2013,11006,11.35,7.05,63.55,64.59
"4064","Hulu Sungai Selatan",2014,11077,11.68,7.21,63.64,65.25
"4065","Hulu Sungai Selatan",2015,11161,11.83,7.67,64.14,66.31
"4066","Hulu Sungai Selatan",2016,11623,12.02,7.68,65.38,67.52
"4067","Hulu Sungai Selatan",2017,11890,12.05,7.71,65.39,67.8
"4068","Hulu Sungai Selatan",2018,12535,12.07,7.72,65.59,68.41
"4069","Hulu Sungai Selatan",2019,12835,12.1,7.74,65.82,68.8
"4070","Hulu Sungai Selatan",2020,12672,12.17,7.75,65.97,68.85
"4071","Hulu Sungai Tengah",2010,10456,10.95,6.87,63.66,63.49
"4072","Hulu Sungai Tengah",2011,10634,11.09,6.87,63.87,63.9
"4073","Hulu Sungai Tengah",2012,10802,11.23,6.9,64.06,64.34
"4074","Hulu Sungai Tengah",2013,10960,11.25,6.94,64.24,64.63
"4075","Hulu Sungai Tengah",2014,11040,11.42,7.27,64.33,65.37
"4076","Hulu Sungai Tengah",2015,11142,11.94,7.52,64.83,66.56
"4077","Hulu Sungai Tengah",2016,11527,12,7.53,65.06,67.07
"4078","Hulu Sungai Tengah",2017,11635,12.17,7.79,65.3,67.78
"4079","Hulu Sungai Tengah",2018,12138,12.18,7.8,65.54,68.32
"4080","Hulu Sungai Tengah",2019,12257,12.19,7.99,65.82,68.8
"4081","Hulu Sungai Tengah",2020,12153,12.2,8,66.01,68.84
"4082","Hulu Sungai Utara",2010,7782,10.65,6.23,61.35,58.5
"4083","Hulu Sungai Utara",2011,7891,11.08,6.27,61.57,59.24
"4084","Hulu Sungai Utara",2012,7986,11.52,6.44,61.79,60.12
"4085","Hulu Sungai Utara",2013,8067,11.75,6.61,61.99,60.77
"4086","Hulu Sungai Utara",2014,8164,12.1,6.63,62.09,61.32
"4087","Hulu Sungai Utara",2015,8298,12.78,6.73,62.49,62.49
"4088","Hulu Sungai Utara",2016,8668,12.81,7,62.71,63.38
"4089","Hulu Sungai Utara",2017,9100,12.82,7.19,62.94,64.21
"4090","Hulu Sungai Utara",2018,9567,12.83,7.36,63.24,65.06
"4091","Hulu Sungai Utara",2019,9772,12.88,7.37,63.58,65.49
"4092","Hulu Sungai Utara",2020,9527,12.91,7.53,63.83,65.59
"4093","Tabalong",2010,9469,10.94,7.43,69.19,65.87
"4094","Tabalong",2011,9632,11.34,7.5,69.25,66.6
"4095","Tabalong",2012,9781,11.8,7.57,69.31,67.36
"4096","Tabalong",2013,9918,11.9,7.92,69.36,68.08
"4097","Tabalong",2014,10088,11.96,7.95,69.39,68.36
"4098","Tabalong",2015,10171,12.32,8.24,69.74,69.35
"4099","Tabalong",2016,10620,12.46,8.32,69.84,70.07
"4100","Tabalong",2017,10977,12.47,8.56,69.95,70.76
"4101","Tabalong",2018,11227,12.53,8.57,70.12,71.14
"4102","Tabalong",2019,11476,12.59,8.78,70.33,71.78
"4103","Tabalong",2020,11283,12.72,9.1,70.44,72.19
"4104","Tanah Bumbu",2010,10602,10.37,6.69,68.55,64.98
"4105","Tanah Bumbu",2011,10611,10.73,6.77,68.66,65.59
"4106","Tanah Bumbu",2012,10619,10.84,7.04,68.76,66.13
"4107","Tanah Bumbu",2013,10628,10.95,7.21,68.81,66.51
"4108","Tanah Bumbu",2014,10697,11.2,7.26,68.84,66.94
"4109","Tanah Bumbu",2015,10781,11.42,7.38,69.19,67.58
"4110","Tanah Bumbu",2016,11006,11.53,7.66,69.19,68.28
"4111","Tanah Bumbu",2017,11244,12,7.67,69.44,69.12
"4112","Tanah Bumbu",2018,11710,12.33,7.7,69.74,70.05
"4113","Tanah Bumbu",2019,12025,12.36,7.71,70.08,70.5
"4114","Tanah Bumbu",2020,11718,12.37,7.96,70.34,70.71
"4115","Balangan",2010,10541,10.35,5.95,66.36,62.88
